"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"CFEEA2201211"	"CENTRAL TERMOELECTRICA DE CICLO COMBINADO EL SAUZ"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES)"	0	0	"20°28'0"""	"100°6'34"""	"QUERETARO"	"Pedro Escobedo"	"AUTOPISTA MEXICO QUERETARO KM 176.5"	"NA"					"EL SAUZ"	"ZONA RURAL"	76729
"CFELR0802111"	"COMISION FEDERAL DE ELECTRICIDAD C.T. GRAL.FRANCISCO VILLA"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	0	0	"28°11'0"""	"10°53'0"""	"CHIHUAHUA"	"Delicias"	"NA"	"NA"				"NA"	"DELICIAS"	"CARR PANAMERICANA DELICIAS CAMARGO KM 1575"	33000
"CFELS0200111"	"Comisión Federal de Electricidad Central Turbogás Ciprés"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	31.77702	-116.58603	"BAJA CALIFORNIA"	"Ensenada"	"Km16.5 Carretera Transpeninsular Ensenad"	"SN"	"SN"	"Carretera Ensenada La Paz"	"NA"	"Ex Ejido Chapultepec"	"Ensenada"		22895
"CFELS0200211"	"COMISIÓN FEDERAL DE ELECTRICIDAD CAMPO Y CENTRALES GEOTERMOELÉCTRICA DE CERRO PR"	"Generacion de energia electrica "	"Generacion de energia electrica por procedimientos no convencionales contaminantes"	"GENERACIÓN DE ENERGÍA ELÉCTRICA POR PROCEDIMIENTOS NO CONVENCIONALES CONTAMINANTES; SE EXC"	66462	3586317	"32°19'29"""	"115°6'65"""	"BAJA CALIFORNIA"	"Mexicali"	"CARR. MEXICALI EJ. NUEVO KM. 33.5"	"NA"	"NA"	"ENTRE LOS EJIDOS NUEVO LEON Y HIDALGO"	"EJIDOS OAXACA Y MICHOACAN DE OCAMPO"	"NA"	"MEXICALI"	"CAMPO Y CENTRALES GEOTERMOELÉCTRICO DE CERRO PRIETO"	21700
"CFELS0300211"	"COMISION FEDERAL DE ELECTRICIDAD CAMPO Y CENTRAL GEOTERMOELECTRICA TRES VIRGENES"	"Generacion de energia electrica "	"Generacion de energia electrica por procedimientos no convencionales contaminantes"	"GENERACIÓN DE ENERGÍA ELÉCTRICA POR PROCEDIMIENTOS NO CONVENCIONALES CONTAMINANTES; SE EXC"	345545	3046348	"27°25'0"""	"112°29'0"""	"BAJA CALIFORNIA SUR"	"Mulege"	"MARGEN DERECHA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"CARRETERA TRANSPENINSULAR TRAMO STA ROSALIA GRO NEGRO km 32"	23920
"CFELS0801911"	"COMISION FEDERAL DE ELECTRICIDAD C.C. COMBINADO CHIHUAHUA II"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	"28°26'45"""	"105°55'10"""	"CHIHUAHUA"	"Chihuahua"	"CARR. FED. 45 TRAMO CHIHUAHUA DELICIAS"	"ND"				"ND"	"EJIDO TOMAS GARCIA"	"78 km AL SUROESTE DEL KM 196 724"	0
"CFELS2105511"	"COMISIÓN FEDERAL DE ELÉCTRICIDAD CENTRAL GEOTERMOELÉCTRICA HUMEROS"	"Generacion de energia electrica "	"Generacion de energia electrica por procedimientos no convencionales contaminantes"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"	663827	2173079	"19°38'46"""	"97°26'15"""	"PUEBLA"	"Chignautla"	"CAMPAMENTO MAZTALOYA"	"SN"				"CAMPAMENTO MAZTALOYA"	"MAZTALOYA"	"KM 20 CARRETERA PEROTE HUMEROS"	91270
"CFERP0200511"	"Comisión Federal de Electricidad Central Termoeléctrica Presidente Juárez"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"	0	0	32.36898	-117.06567	"BAJA CALIFORNIA"	"Playas de Rosarito"	"Km 23.5 Carretera Libre Tijuana Ensenada"	"SN"		"NA"	"NA"	"Sin Nombre"	"Playas de Rosarito"	"Playas de Rosarito Baja California"	22710
"CFERP1000711"	"COMISION FEDERAL DE ELECTRICIDAD TALLER DE DIAGNOSTICO"	"Otros"	"Reparacion y mantenimiento de equipos,maquinas y vehiculos industriales"	"COMERCIALIZACION Y DISTRIBUCION DE ENERGIA ELECTRICA"	653380	2827347	"25°33'20"""	"-103°28'24"""	"DURANGO"	"Gomez Palacio"	"C. CUATROCIENEGAS ESQ. CON GUANACEVI"	"SN"		"BLVD. FRANCISCO GLEZ. DE LA VEGA"	"GUANACEVI"	"P.I.L."		"PARQUE INDUSTRIAL LAGUNERO"	35078
"CFERP2405811"	"COMISION FEDERAL DE ELECTRICIDAD"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	0	0	"22°35'18"""	"99°22'48"""	"SAN LUIS POTOSI"	"El Naranjo"	"CAMPAMENTO EL SALTO"	0		"NO APLICA"	"NO APLICA"	"EL SALTO"	"EL NARANJO"		79310
"CFERP2500711"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL HIDROELECTRICA LUIS DONALDO COLOSIO"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	0	0	"26°56'32"""	"108°22'12"""	"SINALOA"	"Choix"	"KILOMETRO 18 CARRETERA CHOIX HUITES"	"NA"		"NA"	"NA"	"NA"	"HUITES"	"PRESA LUIS DONALDO COLOSIO MURRIETA"	81820
"CFM562900511"	"CELULOSA DE FIBRAS MEXICANAS S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL."	0	0	"19°25'29"""	"0.98°8'51"""	"TLAXCALA"	"Apizaco"	"Km A 1 Camino a col. morelos"	"SN"				"Yauquemecan"	"APIZACO"		90308
"CFR5V1505711"	"COSMETICOS Y FRAGANCIAS S.A DE C.V"	"Quimica"	"Produccion de materias primas para perfumes y cosmeticos"	"PRODUCCION PARA PERFUMES Y COSMÉTICOS."	2152750	477050	19.47184	-99.22086	"MEXICO"	"Naucalpan de Juarez"	"VICTORIA"	25		"ESCAPE"	"CALLE 4"	"FRACC. IND. ALCE BLANCO"	"ESTADO DE MEXICO"	"FRACCIONAMIENTO INDUSTRIAL ALCE BLANCO"	53370
"CHPRP1412411"	"CROMADORA HERMANOS PULIDO S.A DE C.V"	"Quimica"	"Galvanoplastia"	"FABRACACION-CROMADO-COMPRA-VENTA DE ACCESORIOS AUTOMOTRIZ"	0	0	"20°37'18"""	"-103°2'23"""	"JALISCO"	"Zapotlanejo"	"MORELOS"	7		"SIN CALLE"	"SIN CALLE"	"SAN JOAQUIN"	"ZAPOTLANEJO"	"ZONA RURAL"	45430
"CIE5J1512111"	"CIEMEX S.A. DE C.V."	"Quimica"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD"	0	0	19.66401	-99.19381	"MEXICO"	"Cuautitlan"	"TOMAS ALVA EDISON"	7		"ANTOINE LAVOISIER"	"CAMARENA"	"PARQUE INDUSTRIAL CUAMTLA"	"CUAUTITLAN"	"PARQUE INDUSTRIAL CUAMATLA"	54730
"CIIK91801411"	"CONSTRUCTORA INTERNACIONAL DE INFRAESTRUCTURA SA DE CV"	"Otros"	"Reparacion y mantenimiento de maquinaria y equipo pesado"	"CONSTRUCCION"	0	0	"21°25'41"""	"104°27'14"""	"NAYARIT"	"La Yesca"	"CAMINO DE ACCESO P.H. ELCAJON KM 42"	"NA"	"NA"	"NA"	"NA"	"NA"	"LA YESCA"	"PH ELCAJON"	0
"CIM8P0803711"	"Columbus Industries México S. de R. L. de C.V."	"Articulos y productos metalicos "	"Produccion de filtros"	"Manufactura producción ensamble procesamiento de todo tipo de filtros de aire"	0	0	31.61031	-106.37014	"CHIHUAHUA"	"Juarez"	"Avenida Independencia"	"2159 L1"		"Ave Libre Comercio"	"Libramiento Aeropuerto"	"NA"	"Juárez"	"Las Americas"	32690
"CIN551503311"	"CRISOBA INDUSTRIAL S.A. DE C.V."	"Celulosa y papel"	"Fabricacion de celulosa"	"ELABORACION DE CELULOSA Y PAPEL"	676	410	19.57786	-99.03407	"MEXICO"	"Ecatepec de Morelos"	"AVENIDA DE LAS TORRES"	87		"CALZADA DE LA VIGA"	"PROL. CALZADA LA VIGA"	"JAJALPA"	"ECATEPEC"		55090
"CIN561605311"	"CRISOBA INDUSTRIAL S.A. DE C.V. PLANTA MORELIA"	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE CELULOSA Y PAPEL."	0	0	"19°39'43"""	"101°16'10"""	"MICHOACAN"	"Morelia"	"DOMICILIO CONOCIDO"	"SN"					"COINTZIO"	"INDUSTRIA AISLADA"	58341
"CINLK2114011"	"CIPSA INDUSTRIAS S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"FABRICACIÓN DE MAQUINARIA LIGERA PARA LA CONSTRUCCIÓN"	0	0	"19°4'26"""	"98°15'27"""	"PUEBLA"	"San Pedro Cholula"	"CARR. FEDERAL MÉXICO PUEBLA KM 126.5"	"KM 126.5"				"MOMOXPAN"	"MOMOXPAN"		72760
"CINMC2402811"	"Coral Internacional S.A. de C.V."	"Quimica"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"	0	0	22.0956	-100.91379	"SAN LUIS POTOSI"	"San Luis Potosi"	"AV. PLANEACION NO. 285"	285		"AV. PRODUCCION"	"VIAS DE FERROCARRIL"	"ZONA INDUSTRIAL 1A. SECC."	"SAN LUIS POTOSÍ"	"ZONA INDUSTRIAL PRIMERA SECCION"	78395
"CIT2M2401811"	"CITROFRUT S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Produccion de concentrados para preparar bebidas"	"PROCESAMIENTO DE CITRICOS"	2374796.094	504296.355	"21°28'32"""	"98°57'31"""	"SAN LUIS POTOSI"	"Huehuetlan"	"CARRETERA MEXICO LAREDO"	"SN"		"CARRETERA MEXICO LAREDO KM 316"				"CARRETERA MEXICO LAREDO KM 316"	79890
"CIT641600611"	"CITROLIM S.A DE C.V."	"Quimica"	"Produccion de aceites esenciales"	"EXTRACCION DE ACEITE ESENCIAL Y JUGO DE LIMON"	769150	2112900	"19°5'29"""	"102°26'31"""	"MICHOACAN"	"Apatzingan"	"KM 8.0 CARRETERA APATZINGAN AGUILILLA"	"SN"		"SIN NOMBRE"	"SIN NOMBRE"	"SIN NOMBRE"	"APATZINGAN"	"EN LAS AFUERAS DEL POBLADO"	0
"CJU2J0803711"	"CONFECCIONES DE JUAREZ S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Produccion de dulces y caramelos"	"FABRICACION DE DULCES"	0	0	31.64628	-106.45234	"CHIHUAHUA"	"Juarez"	"ISHIKAWA"	9040		"EJE VIAL JUAN GABRIEL"	"BARRANCO AZUL"		"JUAREZ"	"NORTH GATE"	32675
"CLA740503511"	"Caleras de la Laguna S.A. de C.V."	"Cemento y Cal"	"Produccion de cal"	"PRODUCCIÓN DE CAL"	0	0	"25°30'30"""	"103°25'44"""	"COAHUILA"	"Torreon"	"Avenida Cuarta y Calle Dieciseis"	"Sin Numero"		"Diecisiete"	"Quince"	"Vicente Guerrero"	"Torreón"		27380
"CLRAD2804011"	"CENTRAL LOMAS DE REAL S.A. DE C.V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	"25°47'54"""	"97°46'32"""	"TAMAULIPAS"	"Valle Hermoso"	"CARRETERA ANAHUAC MATAMOROS"	"KM 3.2"				"ANAHUAC"	"A 2 KM DEL POBLADO DE ANAHUAC"		87300
"CLSEA2115611"	"Confecciones y Lavados del Sureste S.A. de C.V."	"Textiles, fibras e hilos "	"Fabricacion de productos y articulos de fibras naturales"	"Confección Lavado y Acabado de Ropa"	0	0	"18°26'36"""	"-97°22'8"""	"PUEBLA"	"Tehuacan"	"Carretera Federal Tehuacan Teotitlan"	"SN"		"Dren Valsequillo"	"Carretera Federal"	"San Pedro Acoquiaco"	"Puebla"		75780
"CMA581507011"	"CELULOSAS MAIRO S.A. DE C.V."	"Celulosa y papel"	"Fabricacion de articulos y productos de papel y/o carton"	"FABRICACIÓN DE CAJAS DE CARTON (CORRUGADAS Y DE FIBRA SOLIDA)"	0	0	"19°21'12"""	"0.98°58'54"""	"MEXICO"	"La Paz"	"CARRETERA MEXICO PUEBLA"	"KM. 18.8"		"DIV. DEL NORTE"	"ALVARO OBREGON"	"ACAQUILPAN"	"ESTADO DE MEXICO"		56400
"CMA6H2802211"	"CEPILLOS DE MATAMOROS S.A DE C.V"	"Quimica"	"Fabricacion de productos moldeados con diversas resinas"	"FABRICACION DE PRODUCTOS MOLDEADOS CON DIVERSAS RESINAS"	8	8	"25°53'31"""	"-97°30'0"""	"TAMAULIPAS"	"Matamoros"	"AV. LAURO VILLAR"	"SN"		"FRANCISCO SARABIA"	"E. ZAPATA"	"MEXICO AGRARIO"	"MATAMOROS"		87440
"CMARP2900611"	"CEBADAS Y MALTAS S.A. DE C.V."	"Bebidas y tabaco"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"ELABORACION DE MALTA PARA LA INDUSTRIA CERVECERA"	0	0	"19°34'20"""	"98°34'30"""	"TLAXCALA"	"Calpulalpan"	"AV. PABLO DIEZ No. 1"	1				"CENTRO"	"CALPULALPAN"	"ZONA INDUSTRIAL"	90200
"CMAT00702711"	"COMISION MEXICO AMERICANA PARA LA ERRADICACION DEL GUSANO BARRENADOR DEL GANADO"	"Otros"	"Control de ejemplares de especies perjudiciales"	"PRODUCCION DE MOSCAS ESTERILES DEL GUSANO BARRENADOR DEL GANADO"	96500	49000	"16°43'28"""	"93°1'42"""	"CHIAPAS"	"Chiapa de Corzo"	"KM. 2 CARRETERA A LA ANGOSTURA"	"SN"	"SN"	"CRUCERO A LA ANGOSTURA"	"RIBERA LAS FLECHAS"	"RIBERA PLAYA VISTA"	"CHIAPA DE CORZO"		29160
"CME111000511"	"CERRO DE MERCADO S.A DE C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de hierro"	"EXTRACCION Y BENEFICIO DE MINERAL DE FIERRO"	533056.73	2660193.79	24.04837	-104.66907	"DURANGO"	"Durango"	"DOMICILIO CONOCIDO"	"SN"				"SN"	"DURANGO"		34127
"CME5H1404421"	"Cytec de Mexico S.A de C.V."	"Quimica"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."	1886117	2541959	"20°21'45"""	"0.103°9'25"""	"JALISCO"	"Ixtlahuacan de los Membrillos"	"Km. 40 carretera Guadalajara La Barca"	"Ninguno"		"Ninguno"	"Ninguno"	"Ninguno"	"Atequiza"		45860
"CME5J1102811"	"CLARIANT MEXICO S.A. DE C.V."	"Quimica"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD"	0	0	20.2039	-100.88325	"GUANAJUATO"	"Salvatierra"	"JOSE MARIA MORELOS"	101		"PRIV. RINCONADA DEL RIO"	"GENESIS"	"LA ESPERANZA"	"SALVATIERRA"		38900
"CME641301011"	"CARGILL DE MÉXICO S.A. DE C.V."	"Quimica"	"Produccion de aceites esenciales"	"PRODUCCIÓN DE ACEITES COMESTIBLES"	0	0	20.03706	-99.24366	"HIDALGO"	"Atitalaquia"	"CARR. JOROBAS TULA"	55				"PARQUE INDUSTRIAL ATITALAQUIA"	"ATITALAQUIA"	"PARQUE INDUSTRIAL ATITALAQUIA"	42970
"CME730503511"	"CEMEX MEXICO S.A. DE C.V. PLANTA TORREÓN"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRAULICO."	0	0	"25°29'9"""	"0.103°23'53"""	"COAHUILA"	"Torreon"	"CARRETERA 30"	"NA"		"KM 3.5"	"KM 3.5"	"FRACCIONAMIENTO LORETO"	"TORREON"		27000
"CME731302911"	"CEMEX México S.A. de C.V. Planta Huichapan"	"Cemento y Cal"	"Produccion de cemento"	"Producción de Cemento Hidráulico"	0	0	"20°23'7"""	"99°41'4"""	"HIDALGO"	"Huichapan"	"Rancho La Sala Domicilio Conocido"	"Sin numero"				"Ejido de Maney"	"Huichapan"	"Ejido de Maney"	42400
"CME731409811"	"CEMEX MÉXICO S.A. de C.V. Planta Guadalajara"	"Cemento y Cal"	"Produccion de cemento"	"Producción de Cemento Hidraulico"	0	0	20.60334	-103.34302	"JALISCO"	"Tlaquepaque"	"Av. Gobernador Curiel"	5300		"Antonia Muñoz"	"Colima"	"Las Juntas"	"Tlaquepaque"		44980
"CME731510414"	"CEMEX MEXICO S.A. DE C.V. PLANTA BARRIENTOS"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRÁULICO"	0	0	19.5753	-99.20186	"MEXICO"	"Tlalnepantla de Baz"	"AVENIDA GUSTAVO BAZ"	4500		"AVENIDA INDUSTRIA ELÉCTRICA MEXICO"	"MELCHOR OCAMPO"	"SAN PEDRO BARRIENTOS"	"TLALNEPANTLA"	"PARQUE INDUSTRIAL BARRIENTOS"	54110
"CME731903911"	"CEMEX MEXICO S.A. DE C.V. PLANTA MONTERREY"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO."	2169875	3126949	"25°41'52.96"""	"100°17'52.14"""	"NUEVO LEON"	"Monterrey"	"Independencia"	901		"Santo Domingo"	"Conchello"	"Cementos"	"Monterrey"		64520
"CME732104021"	"CEMEX MEXICO S.A DE C.V PLANTA TEPEACA"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRAULICO"	609500	2097500	"19°5'23"""	"97°57'52"""	"PUEBLA"	"Cuautinchan"	"EX HACIENDA SAN LORENZO"	"SN"				"CUAUTINCHAN"		"A FUERAS DE LA CIUDAD"	75220
"CME732401321"	"CEMEX MEXICO S.A. DE C.V. PLANTA VALLES"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN Y VENTA DE ECEMENTO"	0	0	"21°59'3"""	"98°57'54"""	"SAN LUIS POTOSI"	"Ciudad Valles"	"Carretera VallesTampico km. 5.5"	"NA"		"NA"	"NA"	"NA"	"Ciudad Valles"		79000
"CME732404011"	"CEMEX MEXICO S. A. DE C. V. PLANTA TAMUIN"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRAULICO"	0	0	"22°2'40"""	"98°52'7"""	"SAN LUIS POTOSI"	"Tamuin"	"FRACCIÓN LAS PALMAS"	"SIN No"					"TAMUIN"	"EJIDO"	79200
"CME732603011"	"CEMEX MÉXICO S.A. DE C.V. PLANTA YAQUI"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN Y COMERCIALIZACIÓN DE CEMENTO HIDRÁULICO"	0	0	"28°55'0"""	"110°50'0"""	"SONORA"	"La Colorada"	"CARR. HERMOSILLO LA COLORADA KM 17.5"	"N.A."					"LA COLORADA"	"LA PLANTA SE ENCUENTRA A 17 KM DE LA MANCHA URBANA"	85540
"CME732603012"	"CEMEX MEXICO S.A. DE C.V. PLANTA HERMOSILLO"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRÁULICO."	0	0	"29°3'30"""	"110°44'35"""	"SONORA"	"Hermosillo"	"Carretera a Sahuaripa KM 23"	1					"Hermosillo"	"Fuera de poblado"	83000
"CME733105011"	"CEMEX MEXICO S.A. DE C.V. PLANTA MERIDA"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCION DE CEMENTO HIDRAULICO"	0	0	"20°56'33"""	"89°39'50"""	"YUCATAN"	"Merida"	"Km. 6 Carretera Merida Uman"	"Sin No."				"Aviacion"	"Merida"		97178
"CME7N0900211"	"Cobre de México S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de cobre"	"Refinación Electrolítica de Cobre"	0	0	19.45942	-99.17387	"DISTRITO FEDERAL"	"Azcapotzalco"	"Poniente 44"	3310		"Norte 55"	"Norte 67"	"San Salvador Xochimanca"			2870
"CME8A2111411"	"Cromadora Metalica, S.A. de C.V."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA"	0	0	"19°3'19"""	"98°12'52"""	"PUEBLA"	"Puebla"	"10 Poniente"	2505				"Amor"	"Puebla"		72140
"CME8J1904811"	"CATERPILLAR MEXICO S.A. DE C.V. PLANTA VILLA DE GARCÍA"	"Automotriz "	"Produccion de maquinaria para transportar y levantar"	"PRODUCCIÓN DE MAQUINARIA PARA TRANSPORTAR Y LEVANTAR (SI INCLUYE PROCESOS TÉRMICOS O DE FU"	0	0	"25°43'1.76"""	"100°31'7.29"""	"NUEVO LEON"	"Santa Catarina"	"Carretera a Villa de García Km. 4.5 SN"	"sn"					"Santa Catarina"	"Carretera Estatal"	66351
"CME8L1505111"	"Clevite de México S. A. de C. V"	"Automotriz "	"Produccion de otras auto partes"	"Fabricación de partes automotrices"	2260944	2420676	19.29451	-99.53241	"MEXICO"	"Lerma"	"Avenida Santa Rosa"	265	"18 al 21"	"Circuito de la industria Norte"	"Circuito de la Industria Sur"	"Parque Industrial Lerma"	"Lerma"	"Parque Industrial Lerma"	52000
"CME9M0101111"	"CALSONIC MEXICANA S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	22.03423	-102.26738	"AGUASCALIENTES"	"San Francisco de los Romo"	"AV. SAN FRANCISCO DE LOS ROMO"	401		"AV. ESTADOS UNIDOS"	"AV. JAPON"	"PARQUE INDUSTRIAL SAN FRANCISCO"		"SAN FRANCISCO SEGUNDA SECCION"	20300
"CME9U0803711"	"Cordis de Mexico S.A. de C.V."	"Articulos y productos compuestos de diferentes materiales "	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"Fabricacion de Productos Medicos"	0	0	31.61672	-106.36279	"CHIHUAHUA"	"Juarez"	"Circuito Interior Norte"	1820				"Parque Industrial Salvarcar"		"Parque Industrial Salvarcar"	32599
"CMEEA1412111"	"CEMEX MEXICO S.A. DE C.V."	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO."	0	0	"19°40'16"""	"103°22'25"""	"JALISCO"	"Zapotiltic"	"Carretera Zapotiltic a Tamazula Km 4.5"	"NA"	"NA"	"NA"	"NA"	"NA"			49600
"CMEEA2802211"	"CASTLIGHT DE MEXICO SA DE CV"	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	0	0	"25°50'16"""	"-97°26'26"""	"TAMAULIPAS"	"Matamoros"	"PONIENTE 2 LOTES 2 Y 3"	2	3	"ENTRE NORTE 5"	"NORTE 7"	"CD. INDUSTRIAL"	"H MATAMOROS"	"CD INDUSTRIAL"	87490
"CMEK90200111"	"CEMEX MÉXICO S.A. DE C.V. PLANTA ENSENADA"	"Cemento y Cal"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO HIDRÁULICO"	0	0	31.84726	-116.58299	"BAJA CALIFORNIA"	"Ensenada"	"ARROYO EL GALLLO"	"SN"	"SN"	"MÉXICO"	"ESMERALDA"	"CARLOS PACHECO"	"ENSENADA"		22890
"CMEMB1701111"	"CLARIANT MEXICO S.A. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	"18°54'42"""	"99°10'27"""	"MORELOS"	"Jiutepec"	"CALLE 37 ESTE"	434		"CALLE 21 ESTE"	"BOULEVARD CUAUNAHUAC"	"CIVAC"	"JIUTEPEC"	"CIVAC"	62500
"CMEMB3003921"	"Clariant Mexico S.A. de C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	"10°6'57"""	"80°21'56"""	"VERACRUZ"	"Coatzacoalcos"	"BLVD.DEL CPQ. CANGREJERA AL CPQ. MORELOS"	"KM 3.300"				"ZONA INDUSTRIAL"	"COATZACOALCOS"	"PARQUE INDUSTRIAL PAJARITOS CANGREJERA MORELOS"	96400
"CMEND2111911"	"INDUSTRIAS ACROS WHIRLPOOL S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de metales no ferrosos"	"FABRICACION Y VENTA DE APARATOS ELECTRONICOS PARA EL HOGAR Y REFACCIONES"	0	0	"19°1'40"""	"0.98°15'45"""	"PUEBLA"	"San Andres Cholula"	"CARRETERA PUEBLA ATLIXCO"	"KM.5"				"EMILIANO ZAPATA"	"SAN ANDRES CHOLULA"		72810
"CMERP1301311"	"Cemex México S.A. de C.V. Planta Atotonilco"	"Cemento y Cal"	"Produccion de cemento"	"Producción de cemento portland"	477735	2210233	"20°21'43"""	"99°12'28"""	"HIDALGO"	"Atotonilco de Tula"	"Barrio de Boxfi"	"sn"				"Tolteca"	"ATOTONILCO DE TULA"		42980
"CMG301403911"	"Cervecería Modelo de Guadalajara S. A. de C. V."	"Bebidas y tabaco"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN DE CERVEZA"	0	0	"20°39'38"""	"103°22'31"""	"JALISCO"	"Guadalajara"	"AV. MARIANO OTERO 663"	663		"INGLATERRA"	"CALLE PRIMAVERA"	"DEL FRESNO"	"GUADALAJARA"		44900
"CMI741604711"	"CALIZAS DE MICHOACAN S.A. DE C.V."	"Cemento y Cal"	"Produccion de cal"	"ELABORACION Y VENTA DE CAL PARA LA CONSTRUCCION"	346550	2150825	"19°26'43"""	"100°28'15"""	"MICHOACAN"	"Jungapeo"	"SIN NOMBRE"	"SN"		"SINNOMBRE"	"SIN NOMBRE"	"SIN NOMBRE"	"JUNGAPEO"	"FUERA DEL POBLADO"	0
"CMI9G1902111"	"Camiones y Motores International S.A de C.V."	"Automotriz "	"Produccion de automoviles, camiones, tractocamiones y similares"	"Producción de Automóviles y Camiones (incluye Tractocamiones y Similares)"	367440.6	2859424.5	"25°50'40.86"""	"100°19'25.41"""	"NUEVO LEON"	"Gral. Escobedo"	"Carretera Monterrey Monclova"	5000				"NA"	"General Escobedo"	"NA"	66050
