"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ECOLY0600911"	"GEOCYCLE MÉXICO  S.A. DE C.V. ,GEOCYCLE MEXICO  S.A. DE C.V. (PLANTA TECOMAN)"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LY"	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"ACOPIO Y RECICLAJE DE RESIDUOS PELIGROSOS "		"618568.3819"	"2099403.2966"	"18°59'1"""	"103°52'25"""	"Carretera  CALERAS KM 1.5"	"S/N "	"NA "	"Ninguno NA"	"TECOMAN"	"COLIMA"	"Tecoman"	"28130"
"ECOLY3008511"	"GEOCYCLE S.A. DE C.V.,"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LY"	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"Tratamiento de residuos peligrosos"	"GEOCYCLE  (PLANTA ORIZABA)"	"707246.2609"	"2086139.9326"	"18°51'24"""	"97°1'58"""	"Boulevard  FERNANDO GUTIERREZ BARRIOS"	"2931 "	" "		"IXTACZOQUITLAN"	"VERACRUZ"	"Ixtaczoquitlan"	"94450"
"ECOUB0600211"	"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ"	"222112"	"Captación, tratamiento y suministro de agua realizados por el sector privado"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES MUNICIPALES"		"629669.8164"	"2123592.8851"	"19°12'5"""	"103°45'59"""	"Calle KM 2 CARR. LOMA DE JUANREZ-LOS LIMONES"	"S/N "	" "	"Colonia LOMA DE JUAREZ"	"COLIMA"	"COLIMA"	"Colima"	"28640"
"ECO1501000011"	"GEOCYCLE MEXICO, S.A. DE C.V.,GEOCYCLE MEXICO S.A. DE C.V., PLANTA APAXCO"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LY"	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"ACOPIO Y RECICLAJE DE RESIDUOS PELIGROSOS"		"482953.2823"	"2210012.1371"	"19°59'11"""	"99°9'46"""	"Carretera PROGRESO- APAXCO"	"KM 0.1 "	"S/N "	"Pueblo APAXCO DE OCAMPO"	"APAXCO DE OCAMPO"	"MEXICO"	"Apaxco"	"55660"
"ECO2201400823"	"EATON CONTROLS, S. DE R.L. DE C.V,"	"332710"	"Maquinado de piezas metálicas para maquinaria y equipo en general"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Maquinado de partes para la industria en general con tratamiento térmico"	"PARQUE INDUSTRIAL QUERETARO"	"348630.0975"	"2303661.8332"	"20°49'36"""	"100°27'16"""	"Avenida BALVANERA"	"61 "	" "		"SANTA ROSA JAUREGUI"	"QUERETARO"	"Queretaro"	"76220"
"ECO2803200143"	"EATON CONTROLS, S. DE R.L. DE C.V,EATON CONTROLS S DE RL DE CV PLANTA 1"	"334410"	"Fabricación de componentes electrónicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE OTROS PRODUCTOS ELECTRICOS "	"PARQUE INDUSTRIAL COLONIAL"	"580002.1762"	"2875702.11"	"25°59'52"""	"98°12'2"""	"Avenida Chapultepec"	"SN "	" "		"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88787"
"ECO912803221"	"EATON CONTROLS, S. DE R.L. DE C.V,EATON CONTROLS S. DE R.L. DE C.V. PLANTA 4"	"339999"	"Otras industrias manufactureras"	"Quimica"	"5R"	"Produccion de hule sintetico"	"Fabricación de mangueras y conectores para fluídos hidraulicos"	"Parque Colonial"	"580620.2244"	"2875503.8194"	"25°59'46"""	"98°11'40"""	"Avenida Pedregal"	"M4 "	"835"		"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88787"
"ECO912803222"	"EATON CONTROLS, S. DE R.L. DE C.V,EATON CONTROLS, S . DE R.L. DE C.V PLANTA 2 Y 3"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE OTROS PRODUCTOS ELECTRICOS"		"569210.4065"	"2873022.5171"	"25°58'27"""	"98°18'30"""	"Avenida AVE. CHAPULTEPEC S/N"	"S/N S/N"	"S/N S/N"	"Colonia PARQUE INDUSTRIAL COLONIAL"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88787"
"ECT1904600078"	"BIO PAPPEL PACKAGING, S.A. DE C.V., PLANTA SAN NICOLÁS"	"322299"	"Fabricación de otros productos de cartón y papel"	"Celulosa y papel"	"57"	"Produccion de carton y cartoncillo"	"FABRICACION DE LAMINAS Y CAJAS DE CARTON CORRUGADO"		"372057.9387"	"2844427.8181"	"25°42'43"""	"100°16'30"""	"Avenida Av. Adolfo Lopez Mateos"	"1006 "	" "	"Ciudad FUTURO NOGALAR SECTOR 1"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66484"
"ECT581402311"	"BIO PAPPEL PACKAGING, S.A. DE C.V.,BIO PAPPEL PLANTA ZAPOTLAN"	"322220"	"Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados"	"Celulosa y papel"	"N3"	"Produccion de otros articulos celulosicos"	"FABRICACION DE SACOS DE PAPEL"		"661423.2598"	"2178026.0206"	"19°41'27"""	"103°27'35"""	"Calle AV. SAN BARTOLO"	"435 "	" "	"Colonia EL CAMPANARIO"	"CIUDAD GUZMAN"	"JALISCO"	"Zapotlan el Grande"	"49090"
"ECT581900611"	"BIO PAPPEL SAB DE C.V., PLANTA APODACA"	"322210"	"Fabricación de envases de cartón"	"Celulosa y papel"	"57"	"Produccion de carton y cartoncillo"	"FABRICACIÓN DE CARTÓN Y CARTONCILLO"	"PARQUE INDUSTRIAL REGIO PARQUE"	"376914.5249"	"2848283.5775"	"25°44'50"""	"100°13'38"""	"Carretera ANTIGUA  APODACA KM 7.1"	"S/N "	" "		"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66600"
"ECT911403911"	"EMERSON CLIMATE TECHNOLOGIES MEXICO S.A. DE C.V,"	"332999"	"Fabricación de otros productos metálicos"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACIÓN Y DISEÑO DE EQUIPOS DE AIRE ACONDICIONADO,REFRIGERACIÓN Y CALEFACCIÓN"		"672340.9968"	"2281968.583"	"20°37'44"""	"103°20'45"""	"Calle CIRCUITO ING. TOMAS LIMON GUTIERREZ"	"3270 "	" "	"Colonia LAS HIGUERILLAS 1A. SECCION"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44970"
"ECU220000003"	"ENSE¿ANZA Y CULTURA A.C.,INSTITUTO QUERÉTANO SAN JAVIER A.C."	"611161"	"Escuelas de educación media superior del sector privado"	"Otros"	"H7"	"Servicios publicos y privados de educacion superior"	"Servicio de Educación Media Superior"		"356093.2406"	"2278421.9055"	"20°35'57"""	"100°22'51"""	"Calle Mariano Arista"	"51 B"	" "	"Colonia SAN JAVIER"	"SANTIAGO DE QUERETARO"	"QUERETARO"	"Queretaro"	"76020"
"ECU5L1610211"	"EASTMAN CHEMICAL URUAPAN S.A. DE C.V,EASTMAN CHEMICAL URUAPAN, S.A. DE C.V."	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"FABRICACIÓN DE RESINAS A BASE DE GOMA DE PINO"		"809488.8367"	"2148933.2343"	"19°24'39"""	"102°3'11"""	"Calle PASEO GRAL. LAZARO CARDENAS"	"844 "	" "	"Colonia LA MAGDALENA"	"URUAPAN"	"MICHOACAN"	"Uruapan"	"60080"
"EDG0702700010"	"EMBOTELLADORA Y DISTRIBUIDORA GEPP SA DE CV,PLANTA TUXTLA"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"Elaboración de Bebidas carbonatadas y no carbonatadas no alcohólicas y embotellado de agua"		"498145.2694"	"1842366.9857"	"16°39'49"""	"93°1'2"""	"Carretera TUXTLA-LA ANGOSTURA"	"KM 9 "	" "	"Colonia RIVERA CUPIA"	"CHIAPA DE CORZO"	"CHIAPAS"	"Chiapa de Corzo"	"29169"
"EDM0101100010"	"EXEDY DYNAX MEXICO, SA DE CV.,EXEDY DYNAX MEXICO, SA DE CV"	"336350"	"Fabricación de partes de sistemas de transmisión para vehículos automotores"	"Automotriz"	"9J"	"Produccion de partes para el sistema de transmision automotriz"	"FABRICACIÓN DE PARTES AUTOMOTRICES"	"PARQUE INDUSTRIAL DE LOGISTICA AUTOMOTRIZ PE¿UELAS"	"778617.778"	"2404957.0756"	"21°43'34"""	"102°18'23"""	"Circuito PROGRESO"	"101 "	" "		"AGUASCALIENTES"	"AGUASCALIENTES"	"Aguascalientes"	"20340"
"EDO0901700117"	"ESTUFAS DOMESTICAS, S.A.P.I. DE C.V.,"	"335220"	"Fabricación de aparatos de línea blanca"	"Articulos y productos metalicos"	"88"	"Produccion de calentadores y quemadores"	"FABRICACIÓN Y ENSAMBLE DE ESTUFAS Y HORNOS DE USO DOMÉSTICO"		"490088.4308"	"2149520.8314"	"19°26'24"""	"99°5'39"""	"Calle Oriente 158"	"440 "	"A "	"Colonia MOCTEZUMA 2A SECCION"	"VENUSTIANO CARRANZA"	"DISTRITO FEDERAL"	"Venustiano Carranza"	"15530"
"EDU0803700009"	"EDUMEX SA DE CV,EDUMEX S.A. DE C.V."	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7A"	"Produccion de abrasivos"	"ELABORACIÓN DE PRODUCTOS ABRASIVOS, EMPAQUE DE GANCHOS Y TAPES"	"PARQUE INDUSTRIAL RAMON RIVERA LARA"	"364419.1422"	"3507408.2794"	"31°41'38"""	"106°25'50"""	"Avenida RAMON RIVERA LARA"	"6520 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32605"
"EDU0803700392"	"EDUMEX SA DE CV,"	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7A"	"Produccion de abrasivos"	"ELABORACION DE FILTROS Y SOPORTES DEPORTIVOS"	"PARQUE INDUSTRIAL RAMON RIVERA LARA"	"364408.6037"	"3507471.6486"	"31°41'40"""	"106°25'50"""	"Avenida RAMON RIVERA LARA"	"6515 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32606"
"EDU520803711"	"EDUMEX SA DE CV,EDUMEX S.A. DE C.V."	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7A"	"Produccion de abrasivos"	"ELABORACIÓN DE FILTROS"	"P.I. RAMON RIVERA LARA"	"364616.552"	"3507359.5303"	"31°41'36"""	"106°25'42"""	"Calle PROF. RAMON RIVERA LARA"	"6621 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32605"
"EDU7A0803711"	"EDUMEX SA DE CV,"	"339999"	"Otras industrias manufactureras"	"Articulos y productos compuestos de diferentes materiales"	"1C"	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"PRODUCTOS PARA USO EN CIRUGIA Y CURACIONES, CORTE, ENSAMBLE Y EMPAQUE DE FILTROS, ENSAMBLE"	"PARQUE INDUSTRIAL RAMON RIVERA LARA"	"364474.4536"	"3507376.8657"	"31°41'37"""	"106°25'48"""	"Avenida RAMON RIVERA LARA"	"6620, 6618 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32605"
"EEO5E1412011"	"ETIQUETAS ELECTRONICAS DE OCCIDENTE SA DE CV,"	"323120"	"Industrias conexas a la impresión"	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"compra venta y fabricación de productos flexograficos"		"667588.9391"	"2294738.5556"	"20°44'41"""	"103°23'25"""	"Calle INDUSTRIA ZAPATERA"	"123 "	" "	"Colonia FRACC. INDUSTRIAL ZAPOPAN NORTE"	"ZAPOPAN"	"JALISCO"	"Zapopan"	"45123"
"EEV1501600005"	"EVM ENERGIA DEL VALLE DE MEXICO S.A.P.I. DE C.V.,EVM ENERGÍA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"generación y transmisión de energía eléctrica"		"534827.9035"	"2183429.3316"	"19°44'46"""	"98°40'3"""	"Carretera  OTUMBA-CD. SAHAGUN"	"KM. 16-150 "	" "	"Ninguno AXAPUSCO"	"JALTEPEC"	"MEXICO"	"Axapusco"	"55940"
"EEW6E2903111"	"EUWE EUGEN WEXLER DE MÉXICO, S.A. DE C.V.,"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE AUTOPARTES DE PLASTICO"	"CIUDAD INDUSTRIAL XICOHTENCATL"	"599125.3758"	"2155826.2046"	"19°29'40"""	"98°3'19"""	"Calle RANCHO SECO"	"403 "	" "		"TETLA"	"TLAXCALA"	"Tetla de la Solidaridad"	"90434"
"EEX0503500181"	"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS"	"335910"	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"Fabricación de Acumuladores para Automóviles"	"LAS AMERICAS"	"664527.1341"	"2824450.4236"	"25°31'41"""	"103°21'45"""	"Boulevard CENTRAL"	"7 "	" "		"TORREON"	"COAHUILA"	"Torreon"	"27278"
"EEX1100700022"	"ENERTEC EXPORTS S DE RL DE CV,ENERTEC EXPORTS PLANTA CELAYA"	"335910"	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"Producción de acumuladores y pilas eléctricas"		"312275.5158"	"2273843.6292"	"20°33'15"""	"100°48'2"""	"Ninguno MANZANA 5"	"LOTE 1 Y 2 "	" "	"Colonia CIUDAD INDUSTRIAL"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38010"
"EEX1901800002"	"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS (PLANTA GARCÍA)"	"331419"	"Fundición y refinación de otros metales no ferrosos"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"Reciclaje de plomo y polipropileno de baterías automotrices"		"342429.9922"	"2851364.2683"	"25°46'18"""	"100°34'16"""	"Carretera  A GARCIA KM. 9.5"	"9500 "	". "	"Ciudad CENTRO VILLA DE GARCIA (CASCO)"	"GARCIA"	"NUEVO LEON"	"Garcia"	"66000"
"EEX1902100006"	"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS"	"335910"	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"PRODUCCIÓN DE ACUMULADORES Y PILAS ELÉCTRICAS."		"364376.6798"	"2855329.1188"	"25°48'35"""	"100°21'10"""	"Avenida DE LA FUNDICION"	"333 "	" "	"Colonia PARQUE INDUSTRIAL III"	"CIUDAD GENERAL ESCOBEDO"	"NUEVO LEON"	"Gral.  Escobedo"	"66061"
"EEX8Z1901211"	"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS"	"335910"	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"FABRICACION DE ACUMULADORES AUTOMOTRICES PLOMO-ACIDO"		"377444.4262"	"2873273.9712"	"25°58'23"""	"100°13'27"""	"Calle AVE. DEL PARQUE"	"2155 "	" "	"Colonia PARQUE INDUSTRIAL MONTERREY TECHNOLOGY P"	"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"EFU360200413"	"COMPAÑIA EMBOTELLADORA DEL FUERTE S DE RL DE CV,"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS CARBONATADAS Y NO CARBONATADAS NO ALCOHÓLICAS"		"512155.7172"	"3590416.8869"	"32°27'3"""	"116°52'14"""	"Calle LOS OLIVOS"	"17700 "	" "	"Colonia PARQ. IND. EL FLORIDO"	"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22224"
"EGCC22200611"	"EMILIO GOMEZ CAMACHO E HIJOS SA DE CV,EMILIO GOMEZ CAMACHO E HIJOS, SA DE CV"	"493111"	"Almacenes generales de depósito"	"Petroleo y petroquimica"	"M9"	"Almacenamiento y distribucion de productos derivados del petroleo"	"COMPRA - VENTA DE COMBUSTIBLES"		"348717.8179"	"2270535.7745"	"20°31'39"""	"100°27'3"""	"Calle LOTE KM 8"	"LT 8 "	" "	"Fraccionamiento BALVANERA"	"EL PUEBLITO"	"QUERETARO"	"Corregidora"	"76908"
"EIN3003900197"	"ENERGIA INFRA S.A.P.I DE C.V,"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA"		"355689.8817"	"1999732.6925"	"18°4'53"""	"94°21'49"""	"Camino KM 1.3  PETROLERO AL CHAPO"	"SN "	" "	"Ranchería COATZACOALCOS"	"COATZACOALCOS"	"VERACRUZ"	"Coatzacoalcos"	"96499"
"EIN910200411"	"EATON INDUSTRIES S. DE R.L. DE C.V.,"	"434222"	"Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura, ensamble y diseño de productos para industria electrónica y aeroespacial"	"PARQ. IND. PACIFICO"	"501486.0773"	"3590664.2084"	"32°27'11"""	"116°59'3"""	"Avenida AV. SANTA ROSALIA"	"9707 "	" "		"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22643"
"EIN910803711"	"EATON INDUSTRIES S. DE R.L. DE C.V.,EATON INDUSTRIES S. DE R.L. DE C.V"	"335312"	"Fabricación de equipo y aparatos de distribución de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricacion y/o ensambles de transformadores de distribucion, sensores, embragues"		"365315.3229"	"3512938.0301"	"31°44'38"""	"106°25'18"""	"Calle PROL. HERMANOS ESCOBAR"	"7014 "	" "	"Colonia PARQUE IND. OMEGA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32320"
"EIN912803221"	"EATON INDUSTRIES S. DE R.L. DE C.V.,EATON INDUSTRIES S DE R.L. DE C. V."	"332999"	"Fabricación de otros productos metálicos"	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"Fabricacion de otros productos metalicos "	"PARQUE INDUSTRIAL REYNOSA"	"578955.6095"	"2876641.5268"	"26°0'23"""	"98°12'39"""	"Calle  MIKE ALLEN "	"500 "	" "		"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88780"
"EIQMB1510411"	"ESPECIALIDADES INDUSTRIALES Y QUIMICAS S.A. DE C.V.,EIQSA"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE COMPUESTOS DE PVC Y PLASTIFICANTES"		"478649.3898"	"2161239.9486"	"19°32'45"""	"99°12'12"""	"Calle MANUEL RIVERA"	"21 "	" "	"Colonia FRACC. INDUSTRIAL"	"TLALNEPANTLA"	"MEXICO"	"Tlalnepantla de Baz"	"54030"
"EKM9M1510611"	"ELRING KLINGER MEXICO S.A. DE C.V.,ELRING KLINGER MEXICO"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE AUTOPARTES"	"ExPORTEC II"	"439784.8942"	"2137451.6558"	"19°19'48"""	"99°34'23"""	"Calle ALFONSO GOMEZ DE OROZCO"	"122 "	" "		"SAN PEDRO TOTOLTEPEC"	"MEXICO"	"Toluca"	"50200"
"ELA6D1505711"	"ELASTOTEC, SA DE CV,ELASTOTEC S.A DE C.V"	"326290"	"Fabricación de otros productos de hule"	"Quimica"	"6D"	"Fabricacion de articulos y productos de hule "	"PRODUCCION DE ARTICULOS DE HULE"		"476493.4136"	"2152812.7398"	"19°28'10"""	"99°13'26"""	"Calle  CINCO"	"5 "	" "	"Colonia FRACCIONAMIENTO ALCE BLANCO"	"NAUCALPAN DE JUAREZ"	"MEXICO"	"Naucalpan de Juarez"	"53370"
"ELE820801721"	"ELEKTRISOLA, S.A. DE C.V.,"	"335920"	"Fabricación de cables de conducción eléctrica"	"Articulos y productos metalicos"	"82"	"Produccion de alambre y productos de alambre"	"FABRICACIÓN DE ALAMBRE, productos de alambre y resortes"		"313106.955"	"3147641.2083"	"28°26'30"""	"106°54'30"""	"Calle PERIF. MANUEL GOMEZ MORIN"	"1800 "	" "	"Colonia MENONITA"	"CUAUHTEMOC"	"CHIHUAHUA"	"Cuauhtemoc"	"31500"
"EMAMI3105011"	"ENERGIA MAYAKAN, S. DE R.L. DE C.V.,ENERGÍA MAYAKAN"	"222210"	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"MI"	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL POR DUCTO"		"227400.2667"	"2326998.3737"	"21°1'24"""	"89°37'21"""	"Calle PROLONGACION MONTEJO"	"310, 5 PISO "	" "	"Colonia GONZALO GUERRERO"	"MERIDA"	"YUCATAN"	"Merida"	"97117"
"EMA1W0900211"	"EXTRACTOS Y MALTAS, S.A. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"ELABORACIÓN DE MALTA"		"483057.6664"	"2156205.1794"	"19°30'1"""	"99°9'41"""	"Calle PONIENTE 146"	"725 "	" "	"Colonia INDUSTRIAL VALLEJO"	"AZCAPOTZALCO"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02300"
"EMA571900611"	"EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS, S. DE R.L. DE C.V.,"	"322299"	"Fabricación de otros productos de cartón y papel"	"Celulosa y papel"	"57"	"Produccion de carton y cartoncillo"	"FABRICACION DE EMPAQUES DE CELULOSA MOLDEADA"		"378519.0294"	"2847248.2132"	"25°44'17"""	"100°12'40"""	"Avenida AVE. ISIDORO SEPULVEDA"	"540 "	" "	"Ninguno "	"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66603"
"EMCZU1901211"	"ENERTEC MEXICO S DE RL DE CV,CENTRO DE DISTRIBUCIÓN MONTERREY"	"335910"	"Fabricación de acumuladores y pilas"	"Metalurgica (incluye la siderurgica)"	"8Z"	"Produccion de acumuladores y pilas electricas"	"Almacen de materiales productos y otros"		"376930.5557"	"2866391.044"	"25°54'39"""	"100°13'43"""	"Calle AV. DEL PARQUE"	"1125 "	" "	"Colonia MONTERREY TECHNOLOGY PARK"	"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"EMEMB3012311"	"PRINCE ERACHEM MEXICO S.A DE C.V.,PRINCE ERACHEM MEXICO S.A DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"Producción y Venta de Sulfato de Manganeso, Oxido Manganoso, Zinc y sus derivados"		"600525.6672"	"2459413.5104"	"22°14'14"""	"98°1'28"""	"Calle CARR. TAMPICO-VALLES"	"KM  28 "	" "	"Ejido Tamós"	"TAMOS"	"VERACRUZ"	"Panuco"	"92018"
"EMEMD1900611"	"ENERSYS DE MEXICO S. DE R.L. DE C.V.,ENERSYS PLANTA METALES"	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"MD"	"Tratamiento termico de piezas metalicas"	"FABRICACION Y ENSAMBLE DE CAJAS METALICAS PARA ACUMULADORES"		"384402.2919"	"2850841.1331"	"25°46'15"""	"100°9'10"""	"Calle PROLONGACION QUINTA ORIENTE"	"535 A"	" "	"Colonia PARQUE INDUSTRIAL MONTERREY"	"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66600"
"EMEMI0200211"	"ECOGAS MEXICO, S. DE R.L. DE C.V.,ECOGAS MÉXICO, S. DE R.L. DE C.V. INSTALACIÓN EN MEXICALI"	"222210"	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"MI"	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTACIÓN DE GAS NATURAL POR DUCTO"		"649586.1657"	"3610263.3267"	"32°37'11"""	"115°24'20"""	"Calle BLVD. VENUSTIANO CARRANZA"	"200 "	" "	"Colonia COL. PLUTARCO ELIAS CALLES"	"MEXICALI"	"BAJA CALIFORNIA"	"Mexicali"	"21390"
"EMEQX0503511"	"ECOGAS MEXICO, S. DE R.L. DE C.V.,INSTALACIÓN LA LAGUNA DE DURANGO"	"222210"	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"MI"	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTACIÓN DE GAS NATURAL POR DUCTO"		"657268.0287"	"2828607.9372"	"25°33'59"""	"103°26'3"""	"Calle PROL. MONACO ESQ. BLVD. CONSTITUCION"	"100 "	" "	"Colonia FRACC. EL TAJITO"	"TORREON"	"COAHUILA"	"Torreon"	"27100"
"EME1406600010"	"EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,MARS MÉXICO PLANTA GUADALAJARA"	"311110"	"Elaboración de alimentos para animales"	"Otros"	"2W"	"Produccion de alimentos para animales"	"Elaboración de alimento seco y húmedo para mascotas"	"PONCITLAN CENTRO"	"706061.2658"	"2257648.3912"	"20°24'21"""	"103°1'31"""	"Camino A Tecualtitán"	"Km 2 "	" "		"PONCITLAN"	"JALISCO"	"Poncitlan"	"45950"
"EME2W2201111"	"EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,EFFEM MÉXICO Y COMPAÑIA S. EN N.C. DE C.V."	"311110"	"Elaboración de alimentos para animales"	"Otros"	"2W"	"Produccion de alimentos para animales"	"ELABORACION DE ALIMENTOS PARA MASCOTAS"		"372803.4234"	"2280295.3232"	"20°37'3"""	"100°13'14"""	"Calle CARR. A CHICHIMEQUILLAS"	"KM. 4.5 "	" "	"Colonia LA PIEDAD"	"LA PIEDAD (SAN MIGUEL COLORADO)"	"QUERETARO"	"El Marques"	"76260"
